,id,qid1,qid2,question1,question2,is_duplicate
324127,324127,635809,635810,What is the difference between a militant and a terrorist?,What is the difference between militants and terrorists?,1
51629,51629,102746,102747,What's the best plan to lose weight?,Which are the best ways to lose weight?,1
319291,319291,626458,626459,What is the one question that you would never ask?,What are some questions one should never ask?,1
238975,238975,470731,470732,Are GR and QM related by the superfluid dark matter as it is what ripples when Galaxy clusters collide and is what waves in a double slit experiment?,Does superfluid dark matter ripple when galaxy clusters collide and wave in double slit experiments?,1
328335,328335,643939,643940,"How can the drive from Edmonton to Auckland be described, and how do these cities' attractions compare to those in Toronto?","How can the drive from Edmonton to Auckland be described, and how does the history of these cities compare and contrast to the history of Vancouver?",1
227906,227906,449140,449141,Why is there a word limit for question details?,Why does Quora have a character limit in Question Details?,1
360964,360964,706757,706758,How do I improve on my math skills?,How can I improve in my maths?,1
145803,145803,288511,288512,Is FBI Director Comey trying to influence the presidential election?,Should FBI Director Comey be fired and prosecuted for trying to rig the election for Trump?,1
772,772,1545,1546,What is the main difference between socialism and communism.?,"What is the difference between socialism, marxism, and communism?",1
115006,115006,227993,227994,Why do muslims get radicalise easily and not other people?,Why does a Muslim get so easily radicalised?,1
174792,174792,345329,345330,How is Sanskrit and Mathematics related?,How Sanskrit is related to mathematics?,1
324738,324738,636994,636995,How can I find the luxury hotel in Bhopal?,How can I know about the luxury hotel in Bhopal?,1
347818,347818,681498,681499,What are some of the best potty training tips for Pitbull puppies?,What are some tips to potty train a puppy?,1
168393,168393,332789,332790,What is the best way to make money fast?,What is the best way to make money make more money?,1
259182,259182,510091,510092,Which was your best moment in life?,What was that best moment of your life?,1
65302,65302,129846,129847,How do I get into construction?,How do I get in construction world?,1
360529,360529,705919,705920,What did you enjoy most in your undergraduate academic experience?,What did you enjoy most in your undergraduate academic experience? *,1
395347,395347,772562,772563,I want to commit suicide. Is there any way to make it look like a natural death?,How can I commit suicide and make it look like natural death?,1
233052,233052,459166,459167,What should I do to become a car designer?,How do I be a car designer?,1
108924,108924,216006,216007,What does a poke mean on Facebook?,What does it mean when you poke someone on Facebook? How do you poke someone on Facebook?,1
16758,16758,33446,33447,What does Hillary Clinton plan to do to prevent illegal immigrants from entering the country?,What is Hillary Clinton’s view on illegal immigration? How does she plan to deal with this issue?,1
111435,111435,220965,220966,What is your opinion about surgical strike made by India?,What world nations think about the surgical strike on POK launch pads and what is the reaction of Pakistan?,1
372304,372304,728491,728492,How effective is cocoa butter lotion for the face?,How is cocoa butter beneficial for the face?,1
354922,354922,695140,695141,What would happen if Donald Trump doesn't concede on election day if he loses the election in 2016?,What would happen if Donald Trump lost and refused to concede the election?,1
217925,217925,429680,429681,How can you increase girth and length?,How can I increase girth of my penis?,1
154429,154429,305430,305431,Will Donald Trump beat Hillary and become our next president?,Whom do you expect to become the next president of the USA: hillary Clinton or Donald Trump and why?,1
242108,242108,476868,476869,Which is the most expensive games ever made?,What was the most expensive video game ever made?,1
221286,221286,436206,436207,How would demonetisation control black money?,Is money demonetisation really working for black money?,1
236874,236874,466629,466630,What is the important of content in E-commerce?,What is the importance of content in E-commerce?,1
134376,134376,266104,266105,What were the odds of Leicester City winning the EPL at the start of the season?,Considering the current form can Leicester City win the EPL this season?,1
28794,28794,57409,57410,How can I become a great Data Analyst?,What will it takes me to be a good data analyst?,1
46668,46668,92919,92920,What foods contain Vitamin A?,What foods contain Vitamin A? What are the signs of a Vitamin A deficiency?,1
156631,156631,309749,309750,What are some examples of inclined planes in daily life?,What are some examples of inclined planes?,1
288280,288280,566484,566485,Is Donald Trump likely to win?,Is Donald Trump likely to win the 2016 election (September 2016)?,1
399549,399549,780601,780602,What do you think of the series Ancient Aliens?,Do you believe in what they say in Ancient Aliens?,1
317349,317349,622715,403699,What are some good ways to insult atheist?,What are some good ways to insult an atheist?,1
40091,40091,79858,79859,"Why does Quora block all my questions with ""needs improvement""?","Why does Quora keep marking my questions as ""needing improvement""?",1
395073,395073,772048,772049,When will India be ready to host the Olympics?,When would India organise Olympic Games? Which city will be the best to host the event?,1
7898,7898,15776,15777,What are some examples of yellow journalism?,What is an example of yellow journalism?,1
104397,104397,207083,207084,Who should win the Ballon d'Or in 2014 and why?,Who should win Ballon d'Or for 2014?,1
42975,42975,85592,85593,"""The device is not ready"" problem encountered while initializing the external hard drive under disk management. Is it hardware or software fault?","I have 1TB external hard drive and I couldn't initialize it. It says ""the device is not ready"". How to solve that problem?",1
337517,337517,661689,661690,How should I get up early in the morning for studying?,How do I get up early in the morning to study?,1
34673,34673,69096,69097,Are we near World War 3?,Are we heading toward World War 3?,1
280076,280076,550601,550602,How should I prepare for BITSAT examination 2017?,What should be the strategy to prepare for BITSAT 2017?,1
185231,185231,365787,365788,What kinds of questions should I expect on the IBM CAT/IPAT?,What kinds of questions should I expect on the IBM IPAT?,1
1476,1476,2953,2954,What are some creative and innovative business ideas with less investment in India?,What are some best business ideas with minimum investment?,1
347281,347281,680479,680480,Why making a Time Machine is Impossible?,Is a working time machine possible in the future?,1
266028,266028,523364,523365,How do I deal with my heartbreak?,How do I deal with heartbreak?,1
53716,53716,106889,106890,Is India's GDP real or not?,What is India's GDP growth rate? Is it real or the data is being manipulated?,1
